ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,4.31120231570317
ID_-0.510_29.290_2022_01,4.298145506707405
ID_-0.510_29.290_2022_02,4.2978204930703185
ID_-0.510_29.290_2022_03,4.2948752013936975
ID_-0.510_29.290_2022_04,4.292774285422612
ID_-0.510_29.290_2022_05,4.290710212731593
ID_-0.510_29.290_2022_06,4.288847534387358
ID_-0.510_29.290_2022_07,4.2871315598788975
ID_-0.510_29.290_2022_08,4.2855588264568425
ID_-0.510_29.290_2022_09,4.284115546682997
ID_-0.510_29.290_2022_10,4.282791481242114
ID_-0.510_29.290_2022_11,4.281576688571396
ID_-0.510_29.290_2022_12,4.28046217205069
ID_-0.510_29.290_2022_13,4.279439649419226
ID_-0.510_29.290_2022_14,4.278501528468983
ID_-0.510_29.290_2022_15,4.277640842213794
ID_-0.510_29.290_2022_16,4.276851199070152
ID_-0.510_29.290_2022_17,4.276126734955951
ID_-0.510_29.290_2022_18,4.275462069841508
ID_-0.510_29.290_2022_19,4.274852267773769
ID_-0.510_29.290_2022_20,4.27429280022592
ID_-0.510_29.290_2022_21,4.273779512466374
ID_-0.510_29.290_2022_22,4.27330859270506
ID_-0.510_29.290_2022_23,4.27287654378616
ID_-0.510_29.290_2022_24,4.272480157217455
ID_-0.510_29.290_2022_25,4.27211648934334
ID_-0.510_29.290_2022_26,4.271782839484579
ID_-0.510_29.290_2022_27,4.271476729882453
ID_-0.510_29.290_2022_28,4.271195887298369
ID_-0.510_29.290_2022_29,4.27093822613228
ID_-0.510_29.290_2022_30,4.27070183293455
ID_-0.510_29.290_2022_31,4.270484952196248
ID_-0.510_29.290_2022_32,4.270285973312346
ID_-0.510_29.290_2022_33,4.270103418621003
ID_-0.510_29.290_2022_34,4.269935932430119
ID_-0.510_29.290_2022_35,4.269782270949657
ID_-0.510_29.290_2022_36,4.269641293054983
ID_-0.510_29.290_2022_37,4.269511951812618
ID_-0.510_29.290_2022_38,4.269393286705473
ID_-0.510_29.290_2022_39,4.2692844164998345
ID_-0.510_29.290_2022_40,4.269184532701127
ID_-0.510_29.290_2022_41,4.269092893549849
ID_-0.510_29.290_2022_42,4.2690088185130985
ID_-0.510_29.290_2022_43,4.268931683230789
ID_-0.510_29.290_2022_44,4.268860914879004
ID_-0.510_29.290_2022_45,4.268795987916084
ID_-0.510_29.290_2022_46,4.268736420179834
ID_-0.510_29.290_2022_47,4.268681769306877
ID_-0.510_29.290_2022_48,4.268631629447569
ID_-0.528_29.472_2022_00,4.328163789374095
ID_-0.528_29.472_2022_01,4.3122355418668885
ID_-0.528_29.472_2022_02,4.302443035703861
ID_-0.528_29.472_2022_03,4.292671387945684
ID_-0.528_29.472_2022_04,4.283974533845939
ID_-0.528_29.472_2022_05,4.276051810893319
ID_-0.528_29.472_2022_06,4.268869720267096
ID_-0.528_29.472_2022_07,4.262352312295936
ID_-0.528_29.472_2022_08,4.256439351723846
ID_-0.528_29.472_2022_09,4.251074536456929
ID_-0.528_29.472_2022_10,4.246207098502396
ID_-0.528_29.472_2022_11,4.241790916692851
ID_-0.528_29.472_2022_12,4.237784157124903
ID_-0.528_29.472_2022_13,4.23414886212562
ID_-0.528_29.472_2022_14,4.230850593471446
ID_-0.528_29.472_2022_15,4.227858105610241
ID_-0.528_29.472_2022_16,4.2251430497639415
ID_-0.528_29.472_2022_17,4.222679705352307
ID_-0.528_29.472_2022_18,4.2204447363374396
ID_-0.528_29.472_2022_19,4.218416970153441
