ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,4.266863096062939
ID_-0.510_29.290_2022_01,4.264217833087124
ID_-0.510_29.290_2022_02,4.261574210055233
ID_-0.510_29.290_2022_03,4.258932225950576
ID_-0.510_29.290_2022_04,4.256291879757091
ID_-0.510_29.290_2022_05,4.253653170459347
ID_-0.510_29.290_2022_06,4.251016097042542
ID_-0.510_29.290_2022_07,4.248380658492503
ID_-0.510_29.290_2022_08,4.245746853795688
ID_-0.510_29.290_2022_09,4.24311468193918
ID_-0.510_29.290_2022_10,4.2404841419106925
ID_-0.510_29.290_2022_11,4.237855232698565
ID_-0.510_29.290_2022_12,4.235227953291765
ID_-0.510_29.290_2022_13,4.2326023026798865
ID_-0.510_29.290_2022_14,4.22997827985315
ID_-0.510_29.290_2022_15,4.227355883802401
ID_-0.510_29.290_2022_16,4.224735113519114
ID_-0.510_29.290_2022_17,4.222115967995385
ID_-0.510_29.290_2022_18,4.219498446223936
ID_-0.510_29.290_2022_19,4.216882547198114
ID_-0.510_29.290_2022_20,4.214268269911891
ID_-0.510_29.290_2022_21,4.211655613359859
ID_-0.510_29.290_2022_22,4.209044576537238
ID_-0.510_29.290_2022_23,4.206435158439867
ID_-0.510_29.290_2022_24,4.203827358064211
ID_-0.510_29.290_2022_25,4.201221174407354
ID_-0.510_29.290_2022_26,4.198616606467003
ID_-0.510_29.290_2022_27,4.196013653241488
ID_-0.510_29.290_2022_28,4.193412313729757
ID_-0.510_29.290_2022_29,4.190812586931381
ID_-0.510_29.290_2022_30,4.18821447184655
ID_-0.510_29.290_2022_31,4.185617967476074
ID_-0.510_29.290_2022_32,4.183023072821383
ID_-0.510_29.290_2022_33,4.180429786884526
ID_-0.510_29.290_2022_34,4.17783810866817
ID_-0.510_29.290_2022_35,4.1752480371756
ID_-0.510_29.290_2022_36,4.172659571410721
ID_-0.510_29.290_2022_37,4.1700727103780535
ID_-0.510_29.290_2022_38,4.167487453082735
ID_-0.510_29.290_2022_39,4.164903798530522
ID_-0.510_29.290_2022_40,4.162321745727786
ID_-0.510_29.290_2022_41,4.159741293681512
ID_-0.510_29.290_2022_42,4.157162441399306
ID_-0.510_29.290_2022_43,4.154585187889385
ID_-0.510_29.290_2022_44,4.152009532160582
ID_-0.510_29.290_2022_45,4.149435473222344
ID_-0.510_29.290_2022_46,4.146863010084735
ID_-0.510_29.290_2022_47,4.144292141758428
ID_-0.510_29.290_2022_48,4.141722867254714
ID_-0.528_29.472_2022_00,4.3132335075667
ID_-0.528_29.472_2022_01,4.307727053887653
ID_-0.528_29.472_2022_02,4.302227629976891
ID_-0.528_29.472_2022_03,4.29673522685992
ID_-0.528_29.472_2022_04,4.291249835573701
ID_-0.528_29.472_2022_05,4.285771447166639
ID_-0.528_29.472_2022_06,4.280300052698567
ID_-0.528_29.472_2022_07,4.2748356432407295
ID_-0.528_29.472_2022_08,4.269378209875772
ID_-0.528_29.472_2022_09,4.2639277436977245
ID_-0.528_29.472_2022_10,4.258484235811985
ID_-0.528_29.472_2022_11,4.253047677335307
ID_-0.528_29.472_2022_12,4.247618059395787
ID_-0.528_29.472_2022_13,4.242195373132844
ID_-0.528_29.472_2022_14,4.236779609697212
ID_-0.528_29.472_2022_15,4.23137076025092
ID_-0.528_29.472_2022_16,4.225968815967282
ID_-0.528_29.472_2022_17,4.22057376803088
ID_-0.528_29.472_2022_18,4.215185607637547
ID_-0.528_29.472_2022_19,4.209804325994361
ID_-0.528_29.472_2022_20,4.204429914319623
ID_-0.528_29.472_2022_21,4.1990623638428435
ID_-0.528_29.472_2022_22,4.193701665804732
ID_-0.528_29.472_2022_23,4.188347811457179
ID_-0.528_29.472_2022_24,4.183000792063244
ID_-0.528_29.472_2022_25,4.177660598897141
ID_-0.528_29.472_2022_26,4.172327223244223
ID_-0.528_29.472_2022_27,4.167000656400968
ID_-0.528_29.472_2022_28,4.161680889674966
ID_-0.528_29.472_2022_29,4.156367914384904
ID_-0.528_29.472_2022_30,4.151061721860551
ID_-0.528_29.472_2022_31,4.145762303442747
ID_-0.528_29.472_2022_32,4.140469650483384
ID_-0.528_29.472_2022_33,4.135183754345396
ID_-0.528_29.472_2022_34,4.129904606402744
ID_-0.528_29.472_2022_35,4.124632198040399
ID_-0.528_29.472_2022_36,4.119366520654333
ID_-0.528_29.472_2022_37,4.114107565651501
ID_-0.528_29.472_2022_38,4.108855324449829
ID_-0.528_29.472_2022_39,4.103609788478197
ID_-0.528_29.472_2022_40,4.09837094917643
ID_-0.528_29.472_2022_41,4.093138797995279
ID_-0.528_29.472_2022_42,4.0879133263964125
ID_-0.528_29.472_2022_43,4.0826945258523955
ID_-0.528_29.472_2022_44,4.077482387846682
ID_-0.528_29.472_2022_45,4.072276903873598
ID_-0.528_29.472_2022_46,4.067078065438327
ID_-0.528_29.472_2022_47,4.0618858640569
ID_-0.528_29.472_2022_48,4.056700291256177
ID_-0.547_29.653_2022_00,0.5750331761285764
ID_-0.547_29.653_2022_01,0.5747742988549946
ID_-0.547_29.653_2022_02,0.5745155381267629
ID_-0.547_29.653_2022_03,0.574256893891413
ID_-0.547_29.653_2022_04,0.5739983660965003
ID_-0.547_29.653_2022_05,0.573739954689604
ID_-0.547_29.653_2022_06,0.5734816596183268
ID_-0.547_29.653_2022_07,0.5732234808302946
ID_-0.547_29.653_2022_08,0.5729654182731576
ID_-0.547_29.653_2022_09,0.572707471894589
ID_-0.547_29.653_2022_10,0.5724496416422858
ID_-0.547_29.653_2022_11,0.5721919274639685
ID_-0.547_29.653_2022_12,0.5719343293073811
ID_-0.547_29.653_2022_13,0.5716768471202911
ID_-0.547_29.653_2022_14,0.5714194808504897
ID_-0.547_29.653_2022_15,0.5711622304457913
ID_-0.547_29.653_2022_16,0.570905095854034
ID_-0.547_29.653_2022_17,0.5706480770230795
ID_-0.547_29.653_2022_18,0.5703911739008127
ID_-0.547_29.653_2022_19,0.5701343864351422
ID_-0.547_29.653_2022_20,0.5698777145739998
ID_-0.547_29.653_2022_21,0.569621158265341
ID_-0.547_29.653_2022_22,0.5693647174571445
ID_-0.547_29.653_2022_23,0.5691083920974125
ID_-0.547_29.653_2022_24,0.5688521821341708
ID_-0.547_29.653_2022_25,0.5685960875154683
ID_-0.547_29.653_2022_26,0.5683401081893775
ID_-0.547_29.653_2022_27,0.5680842441039942
ID_-0.547_29.653_2022_28,0.5678284952074375
ID_-0.547_29.653_2022_29,0.5675728614478499
ID_-0.547_29.653_2022_30,0.5673173427733974
ID_-0.547_29.653_2022_31,0.5670619391322691
ID_-0.547_29.653_2022_32,0.5668066504726775
ID_-0.547_29.653_2022_33,0.5665514767428586
ID_-0.547_29.653_2022_34,0.5662964178910713
ID_-0.547_29.653_2022_35,0.5660414738655983
